0,0,6
0.9738938,0,6
1.839577,0,6
2.683618,0,8
3.52766,0,21
4.328417,0,22
5.1941,0,22
6.016499,0,25
6.838899,0,25
7.661298,0,25
8.483698,0,24
9.306096,0,24
10.1285,0,23
10.92925,0,24
11.73001,0,23
12.57405,0,24
13.37481,0,24
14.21885,0,25
15.01961,0,24
15.84201,0,25
16.72933,0,25
17.61665,0,25
18.41741,0,25
19.26145,0,25
20.08385,0,26
20.90625,0,26
21.7503,0,26
22.52941,0,26
23.37345,0,26
24.19585,0,26
25.03989,0,26
25.84065,0,27
26.66305,0,27
27.48545,0,27
28.30785,0,27
29.13025,0,28
29.97429,0,28
30.77505,0,28
31.68401,0,28
32.46313,0,28
33.28553,0,28
34.15121,0,29
34.99525,0,29
35.79601,0,29
36.6184,0,29
37.46245,0,29
38.2632,0,29
39.12889,0,30
39.908,0,30
40.77369,0,30
41.59609,0,30
42.39685,0,30
43.21924,0,30
44.02,0,30
44.86404,0,30
45.6648,0,31
46.50884,0,31
47.39616,0,31
48.17528,0,31
48.99768,0,31
49.86336,0,31
50.68576,0,31
51.59473,0,32
52.37384,0,32
53.21788,0,32
54.01864,0,32
54.84104,0,32
55.66344,0,32
56.50748,0,32
57.30824,0,33
58.15228,0,33
58.97468,0,33
59.77544,0,33
60.59784,0,33
61.46352,0,33
62.30756,0,33
63.1516,0,34
63.95236,0,34
64.75311,0,34
65.46731,0,34
65.72701,0,33
66.80911,0,34
66.61433,0,35
67.45838,0,34
68.30242,0,35
69.08154,0,35
69.90393,0,35
70.74798,0,35
71.57038,0,35
72.37113,0,35
73.21517,0,35
74.03758,0,35
74.85997,0,35
75.72566,0,35
76.5697,0,35
77.3921,0,35
78.23614,0,35
79.05853,0,35
79.92421,0,35
80.42198,0,35
81.28767,0,35
82.17499,0,35
82.9974,0,35
83.81979,0,35
84.6422,0,35
85.4213,0,34
86.26534,0,34
87.10938,0,34
87.91014,0,34
88.75418,0,30
89.57658,0,34
90.37734,0,29
91.26466,0,27
92.10872,0,27
92.90946,0,26
93.7535,0,25
94.55426,0,25
95.3983,0,24
96.2207,0,24
97.0431,0,25
97.84386,0,25
98.70954,0,25
99.55358,0,25
100.3543,0,24
101.1984,0,24
102.0641,0,23
102.8648,0,24
103.7089,0,23
104.5096,0,23
105.3537,0,23
106.1544,0,23
107.085,0,24
107.8641,0,24
108.7082,0,24
109.5522,0,24
110.3313,0,24
110.6127,0,23
110.8724,0,23
111.803,0,23
112.6254,0,23
113.4478,0,24
114.2702,0,23
115.071,0,24
115.262,0,24
116.0844,0,25
116.9284,0,25
117.0799,0,25
117.9023,0,25
118.7896,0,25
119.6337,0,25
120.4344,0,25
121.3001,0,25
122.274,0,25
122.3389,0,26
123.2262,0,25
124.027,0,26
124.871,0,25
125.6934,0,25
126.5375,0,26
127.3382,0,26
128.1606,0,26
129.0047,0,26
129.8271,0,26
130.6278,0,26
131.5801,0,26
131.4502,0,25
131.7965,0,25
132.7055,0,25
133.5928,0,26
134.3936,0,27
135.2592,0,28
136.1033,0,28
136.904,0,29
137.2287,0,30
137.8563,0,29
138.6787,0,31
139.5227,0,31
140.3451,0,32
141.1892,0,32
142.0332,0,42
142.834,0,42
143.6347,0,42
144.5004,0,42
144.284,0,42
145.128,0,42
145.9721,0,42
146.8161,0,41
147.6818,0,41
148.4826,0,41
149.305,0,40
150.1923,0,41
151.0363,0,40
151.8587,0,39
152.7027,0,39
153.4819,0,39
154.3043,0,39
155.1267,0,39
155.9491,0,40
156.7715,0,40
157.2692,0,40
157.4856,0,39
158.3946,0,40
159.2387,0,41
160.0611,0,41
160.9051,0,43
161.9006,0,60
161.576,0,44
162.4417,0,61
163.2641,0,62
164.0865,0,63
164.9305,0,63
165.7962,0,64
166.6186,0,64
